question,answer
阴包穴的代号？,LR9
阴包穴的解剖定位？,在股薄肌与缝匠肌之间，长收肌中，深层为短收肌；有股动、静脉，旋股内侧动脉浅支；布有股前皮神经，闭孔神经浅、深支。
足五里怎么读？,Zúwǔlǐ
足五里穴的代号？,LR10
足五里穴的解剖定位？,有长收肌、短收肌；有旋股内侧动脉浅支；布有闭孔神经浅、深支。
阴廉怎么读？,Yīnlián
阴廉穴的代号？,LR11
阴廉穴的解剖定位？,有长收肌和短收肌；有旋股内侧动、静脉浅支；布有股神经的内侧皮支，深层为闭孔神经浅、深支。
急脉怎么读？,Jímài
急脉穴的代号？,LR12
急脉穴的解剖定位？,有阴部外动、静脉分支及腹壁下动、静脉的耻骨支，外侧有股静脉；布有髂腹股沟神经，深层为闭孔神经的分支。
章门怎么读？,Zhāngmén
章门穴的代号？,LR13
章门穴的解剖定位？,有腹内、外斜肌及腹横肌；有第10肋间动脉末支；布有第10、11肋间神经；深部右侧当肝脏下缘，左侧当脾脏下缘。
期门怎么读？,Qīmén
期门穴的代号？,LR14
期门穴的解剖定位？,在腹内外斜肌腱膜中，有肋间肌；有肋间动、静脉；布有第6、7肋间神经。深部右侧当肝脏，左侧当脾脏。
,
长强怎么读？,Chángqiáng
长强穴的代号？,GV1
长强穴的解剖定位？,在肛尾韧带中；有肛门动、静脉分支，棘突间静脉丛的延续部；布有尾神经后支及肛门神经。
腰俞怎么读？,Yāoshū
腰俞穴的代号？,GV2
腰俞穴的解剖定位？,在骶后韧带、腰背筋膜中；有骶中动、静脉后支，棘间静脉丛；布有尾神经分支。
腰阳关怎么读？,Yāoyángguān
腰阳关穴的代号？,GV3
腰阳关穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支、棘间皮下静脉丛；布有腰神经后支的内侧支。
命门怎么读？,Mìngmén
命门穴的代号？,GV4
命门穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支和棘间皮下静脉丛；布有腰神经后支的内侧支。
悬枢怎么读？,Xuánshū
悬枢穴的代号？,GV5
悬枢穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支和棘间皮下静脉丛；布有腰神经后支的内侧支；深部为脊髓。
脊中怎么读？,Jǐzhōng
脊中穴的代号？,GV6
脊中穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第11肋间动脉后支和棘间皮下静脉丛；布有第11胸神经后支的内侧支；深部为脊髓。
中枢怎么读？,Zhōngshū
中枢穴的代号？,GV7
中枢穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第10肋间动脉后支和棘间皮下静脉丛；布有第10胸神经后支的内侧支；深部为脊髓。
筋缩怎么读？,Jīnsuō
筋缩穴的代号？,GV8
筋缩穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第9肋间动脉后支和棘间皮下静脉丛；布有第9胸神经后支的内侧支；深部为脊髓。
至阳怎么读？,Zhìyáng
至阳穴的代号？,GV9
至阳穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第7肋间动脉后支和棘间皮下静脉丛；布有第7胸神经后支的内侧支；深部为脊髓。
灵台怎么读？,Língtái
灵台穴的代号？,GV10
灵台穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第6肋间动脉后支和棘间皮下静脉丛；布有第6胸神经后支的内侧支；深部为脊髓。
神道怎么读？,Shéndào
神道穴的代号？,GV11
神道穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第5肋间动脉后支和棘间皮下静脉丛；布有第5胸神经后支的内侧支；深部为脊髓。
身柱怎么读？,Shēnzhù
身柱穴的代号？,GV12
身柱穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第3肋间动脉后支和棘间皮下静脉丛；布有第3胸神经后支的内侧支；深部为脊髓。
陶道怎么读？,Táodào
陶道穴的代号？,GV13
陶道穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有第1肋间动脉后支和棘间皮下静脉丛；布有第1胸神经后支的内侧支；深部为脊髓。
大椎怎么读？,Dàzhuī
大椎穴的代号？,GV14
大椎穴的解剖定位？,在腰背筋膜、棘上韧带及棘间韧带中；有颈横动脉分支和棘间皮下静脉丛；布有第8颈神经后支的内侧支；深部为脊髓。
哑门怎么读？,Yǎmén
哑门穴的代号？,GV15
哑门穴的解剖定位？,在项韧带和项肌中，深部为弓间韧带和脊髓；有枕动、静脉分支及棘间静脉丛；布有第3颈神经和枕大神经支。
风府怎么读？,Fēngfǔ
风府穴的代号？,GV16
风府穴的解剖定位？,在项韧带和项肌中，深部为环枕后膜和小脑延髓池；有枕动、静脉分支及棘间静脉丛；布有第3颈神经和枕大神经分支。
脑户怎么读？,Nǎohù
脑户穴的代号？,GV17
脑户穴的解剖定位？,"在左右枕骨肌之间；有左右枕动、静脉分支；布有枕大神经分
支。"
强间怎么读？,Qiángjiān
强间穴的代号？,GV18
强间穴的解剖定位？,在浅筋膜、帽状腱膜中；有左右枕动、静脉吻合网；布有枕大神经分支。
后顶怎么读？,Hòudǐng
后顶穴的代号？,GV19
后顶穴的解剖定位？,在浅筋膜、帽状腱膜中；有左右枕动、静脉吻合网；布有枕大神经分支。
百会怎么读？,Bǎihuì
百会穴的代号？,GV20
百会穴的解剖定位？,在帽状腱膜中；有左右颞浅动、静脉及左右枕动、静脉吻合网；布有枕大神经及额神经分支。
前顶怎么读？,Qiándǐng
前顶穴的代号？,GV21
前顶穴的解剖定位？,在帽状腱膜中；有左右颞浅动、静脉吻合网；布有额神经分支及枕大神经分支。
囟会怎么读？,Xìnhuì
囟会穴的代号？,GV22
囟会穴的解剖定位？,在帽状腱膜中；有左右颞浅动、静脉吻合网；布有额神经分支。
上星怎么读？,Shàngxīng
上星穴的代号？,GV23
上星穴的解剖定位？,在左右额肌交界处；有额动、静脉分支，颞浅动、静脉分支；布有额神经分支。
神庭怎么读？,Shéntíng
神庭穴的代号？,GV24
神庭穴的解剖定位？,在左右额肌交界处；有额动、静脉分支；布有额神经分支。
素髎怎么读？,Sùliáo
素髎穴的代号？,GV25
素髎穴的解剖定位？,在鼻尖软骨中；有面动、静脉鼻背支；布有筛前神经鼻外支（眼神经分支）。
水沟怎么读？,Shuǐgōu
水沟穴的代号？,GV26
水沟穴的解剖定位？,在口轮匝肌中；有上唇动、静脉；布有眶下神经的分支及面神经颊支。
兑端怎么读？,Duìduān
兑端穴的代号？,GV27
兑端穴的解剖定位？,在口轮匝肌中；有上唇动、静脉；布有眶下神经支及面神经颊支。
龈交怎么读？,Yínjiāo
龈交穴的代号？,GV28
龈交穴的解剖定位？,有上唇系带；有上唇动、静脉；布有上颌神经分支。
印堂怎么读？,Yìntáng
印堂穴的代号？,GV29
印堂穴的解剖定位？,在降眉间肌中，浅层有滑车上神经分布，深层有面神经颞支和内眦动脉分布。
,
会阴怎么读？,Huìyīn
会阴穴的代号？,CV1
会阴穴的解剖定位？,在海绵体的中央，有会阴浅、深横肌；有会阴动、静脉分支；布有会阴神经的分支。
曲骨怎么读？,Qūgǔ
曲骨穴的代号？,CV2
曲骨穴的解剖定位？,在腹白线上，有腹壁下动脉及闭孔动脉的分支；布有髂腹下神经的分支。
中极怎么读？,Zhōngjí
中极穴的代号？,CV3
中极穴的解剖定位？,在腹白线上，有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有髂腹下神经的前皮支；深部为乙状结肠。
关元怎么读？,Guānyuán
关元穴的代号？,CV4
关元穴的解剖定位？,在腹白线上，有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第12肋间神经前皮支的内侧支；深部为小肠。
石门怎么读？,Shímén
石门穴的代号？,CV5
石门穴的解剖定位？,在腹白线上，有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第11肋间神经前皮支的内侧支；深部为小肠。
气海怎么读？,Qìhǎi
气海穴的代号？,CV6
气海穴的解剖定位？,在腹白线上，有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第11肋间神经前皮支的内侧支；深部为小肠。
阴交怎么读？,Yīnjiāo
阴交穴的代号？,CV7
阴交穴的解剖定位？,在腹白线上，有腹壁浅动、静脉分支和腹壁下动、静脉分支；布有第10肋间神经前皮支的内侧支；深部为小肠。
神阙怎么读？,Shénquè
神阙穴的代号？,CV8
神阙穴的解剖定位？,在脐窝正中；有腹壁下动、静脉；布有第10肋间神经前皮支的内侧支；深部为小肠。
水分怎么读？,Shuǐfēn
水分穴的代号？,CV9
水分穴的解剖定位？,在腹白线上，有腹壁下动、静脉；布有第8、9肋间神经前皮支的内侧支；深部为小肠。
下脘怎么读？,Xiàwǎn
下脘穴的代号？,CV10
下脘穴的解剖定位？,在腹白线上，有腹壁上、下动、静脉的分支；布有第8肋间神经前皮支的内侧支；深部为横结肠。
建里怎么读？,Jiànlǐ
建里穴的代号？,CV11
建里穴的解剖定位？,在腹白线上，有腹壁上、下动、静脉的分支；布有第8肋间神经前皮支的内侧支；深部为横结肠。
中脘怎么读？,Zhōngwǎn
中脘穴的代号？,CV12
中脘穴的解剖定位？,在腹白线上，有腹壁上动、静脉；布有第7、8肋间神经前皮支的内侧支；深部为胃幽门部。
上脘怎么读？,Shàngwǎn
上脘穴的代号？,CV13
上脘穴的解剖定位？,在腹白线上，有腹壁上动、静脉分支；布有第7肋间神经前皮支的内侧支；深部为肝下缘及胃幽门部。
巨阙怎么读？,Jùquè
巨阙穴的代号？,CV14
巨阙穴的解剖定位？,在腹白线上，有腹壁上动、静脉分支；布有第7肋间神经前皮支的内侧支；深部为肝脏。
鸠尾怎么读？,Jiūwěi
鸠尾穴的代号？,CV15
鸠尾穴的解剖定位？,在腹白线上，腹直肌起始部，有腹壁上动、静脉分支；布有第6肋间神经前皮支的内侧支；深部为肝脏。
中庭怎么读？,Zhōngtíng
中庭穴的代号？,CV16
中庭穴的解剖定位？,在剑胸结合上；有胸廓内动、静脉的前穿支；布有第5肋间神经前皮支的内侧支。
膻中怎么读？,Dànzhōng
膻中穴的代号？,CV17
膻中穴的解剖定位？,在胸骨体上；有胸廓内动、静脉的前穿支；布有第4肋间神经前皮支的内侧支。
玉堂怎么读？,Yùtáng
玉堂穴的代号？,CV18
玉堂穴的解剖定位？,在胸骨体中点；有胸廓内动、静脉的前穿支；布有第3肋间神经前皮支的内侧支。
紫宫怎么读？,Zǐgōng
紫宫穴的代号？,CV19
紫宫穴的解剖定位？,在胸骨体上；有胸廓内动、静脉的前穿支；布有第2肋间神经前皮支的内侧支。
华盖怎么读？,Huágài
华盖穴的代号？,CV20
华盖穴的解剖定位？,在胸骨角上；有胸廓内动、静脉的前穿支；布有第1肋间神经前皮支的内侧支。
璇玑怎么读？,Xuánjī
璇玑穴的代号？,CV21
璇玑穴的解剖定位？,在胸骨柄上；有胸廓内动、静脉的前穿支；布有胸锁上神经前支及第1肋间神经前皮支的内侧支。
天突怎么读？,Tiāntū
天突穴的代号？,CV22
天突穴的解剖定位？,在胸骨切迹中央，左右胸锁乳突肌之间，深层为胸骨舌骨肌和胸骨甲状肌；皮下有颈静脉弓、甲状腺下动脉分支，深部为气管，向下胸骨柄后方为无名静脉及主动脉弓；布有锁骨上神经前支。
廉泉怎么读？,Liánquán
廉泉穴的代号？,CV23
廉泉穴的解剖定位？,在舌骨上方，左右颏舌骨肌之间，深部为会厌，下方为喉门，有甲状舌骨肌、舌肌；有颈前浅静脉，甲状腺上动、静脉；布有颈皮神经的分支，深层为舌根，有舌下神经及舌咽神经的分支。
承浆怎么读？,Chéngjiāng
承浆穴的代号？,CV24
承浆穴的解剖定位？,在口轮匝肌和颏肌之间；有下唇动、静脉分支；布有面神经的下颌支及颏神经分支。
手太阴肺经的主要病候？,"咳嗽，气喘，少气不足以息，咯血，伤风，胸部胀满，咽喉肿痛，缺盆
部和手臂内侧前缘痛，肩背部寒冷、疼痛等。"
手太阴肺经的循行原文？,"《灵枢·经脉》：肺手太阴之脉，起于中焦，下络大肠，还循胃口，上膈属肺。从肺系，横出腋下，下循臑内，行少阴、心主之前，下肘
中，循臂内上骨下廉，入寸口，上鱼，循鱼际，出大指之端。其支者：从腕后，直出次指内廉，出其端。"
手太阴肺经的循行原文的翻译？,手太阴肺经，起于中焦，向下联络大肠，再返回沿胃上口，穿过横膈，入属于肺。从肺系（气管喉咙部）向外横行至腋窝下，沿上臂内侧下行，循行于手少阴与手厥阴经之前，下至肘中，沿着前臂内侧桡骨尺侧缘下行，经寸口动脉搏动处，行至大鱼际，再沿大鱼际桡侧缘循行直达拇指末端。其支脉，从手腕后分出，沿着食指桡侧直达食指末端。
手太阴肺经的原文中，“胃口”的翻译？,胃口：指胃之上口，贲门部。
手太阴肺经的原文中，“肺系”的翻译？,肺系：肺及其相联系的组织器官。
手太阴肺经的原文中，“上骨”的翻译？,上骨：指桡骨。
手太阴肺经的原文中，“肺手太阴之脉”的翻译？,手太阴肺经。
手太阴肺经的原文中，“起于中焦”的翻译？,起于中焦。
手太阴肺经的原文中，“下络大肠”的翻译？,向下联络大肠。
手太阴肺经的原文中，“还循胃口”的翻译？,再返回沿胃上口。
手太阴肺经的原文中，“上膈属肺”的翻译？,穿过横膈，入属于肺。
手太阴肺经的原文中，“从肺系，横出腋下”的翻译？,从肺系（气管喉咙部）向外横行至腋窝下。
手太阴肺经的原文中，“下循臑内，行少阴、心主之前”的翻译？,沿上臂内侧下行，循行于手少阴与手厥阴经之前。
手太阴肺经的原文中，“下肘中”的翻译？,下至肘中。
手太阴肺经的原文中，“循臂内上骨下廉”的翻译？,沿着前臂内侧桡骨尺侧缘下行。
手太阴肺经的原文中，“入寸口”的翻译？,经寸口动脉搏动处。
手太阴肺经的原文中，“上鱼”的翻译？,行至大鱼际。
手太阴肺经的原文中，“循鱼际，出大指之端”的翻译？,再沿大鱼际桡侧缘循行直达拇指末端。
手太阴肺经的原文中，“其支者”的翻译？,其支脉。
手太阴肺经的原文中，“从腕后”的翻译？,从手腕后分出。
手太阴肺经的原文中，“直出次指内廉，出其端”的翻译？,沿着食指桡侧直达食指末端。
手阳明大肠经的循行原文？,《灵枢·经脉》：大肠手阳明之脉，起于大指次指之端，循指上廉，出合谷两骨之间，上入两筋之中，循臂上廉，入肘外廉，上臑外前廉，上肩，出髃骨之前廉，上出于柱骨之会上，下入缺盆，络肺，下膈，属大肠。其支者：从缺盆上颈，贯颊，入下齿中；还出夹口，交人中——左之右、右之左，上夹鼻孔。
手阳明大肠经的循行原文的翻译？,"手阳明大肠经，起于食指之尖端（桡侧），沿食指桡侧，经过第1、2掌骨之间，上行至腕后两筋之间，沿前臂外侧前缘，至肘部外侧，再沿上
臂外侧前缘上行到肩部，经肩峰前，向上循行至背部，与诸阳经交会于大椎穴，再向前行进入缺盆，络于肺，下行穿过横膈，属于大肠。其支
脉，从缺盆部上行至颈部，经面颊进入下齿之中，又返回经口角到上口唇，交会于人中（水沟穴），左脉右行，右脉左行，止于对侧鼻孔旁"
手阳明大肠经的原文中，“合谷两骨”的翻译？,合谷两骨：指第1、2掌骨。
手阳明大肠经的原文中，“两筋”的翻译？,两筋：指拇长伸肌腱、拇短伸肌腱。
手阳明大肠经的原文中，“大肠手阳明之脉”的翻译？,手阳明大肠经。
手阳明大肠经的原文中，“起于大指次指之端”的翻译？,起于食指之尖端（桡侧）。
手阳明大肠经的原文中，“循指上廉”的翻译？,沿食指桡侧。
手阳明大肠经的原文中，“出合谷两骨之间”的翻译？,经过第1、2掌骨之间。
手阳明大肠经的原文中，“上入两筋之中”的翻译？,上行至腕后两筋之间。
手阳明大肠经的原文中，“循臂上廉”的翻译？,沿前臂外侧前缘。
手阳明大肠经的原文中，“入肘外廉。”的翻译？,至肘部外侧。
手阳明大肠经的原文中，“上臑外前廉，上肩”的翻译？,再沿上臂外侧前缘上行到肩部。
手阳明大肠经的原文中，“出髃骨之前廉”的翻译？,经肩峰前，向上循行至背部。
手阳明大肠经的原文中，“上出于柱骨之会上”的翻译？,与诸阳经交会于大椎穴
手阳明大肠经的原文中，“下入缺盆”的翻译？,再向前行进入缺盆。
手阳明大肠经的原文中，“络肺”的翻译？,络于肺。
手阳明大肠经的原文中，“下膈”的翻译？,下行穿过横膈。
手阳明大肠经的原文中，“属大肠”的翻译？,属于大肠。
手阳明大肠经的原文中，“其支者”的翻译？,其支脉。
手阳明大肠经的原文中，“从缺盆上颈”的翻译？,从缺盆上颈。
手阳明大肠经的原文中，“贯颊，入下齿中”的翻译？,经面颊进入下齿之中
手阳明大肠经的原文中，“还出夹口”的翻译？,又返回经口角到上口唇。
手阳明大肠经的原文中，“交人中”的翻译？,交会于人中（水沟穴）。
手阳明大肠经的原文中，“左之右、右之左”的翻译？,左脉右行，右脉左行。
手阳明大肠经的原文中，“上夹鼻孔”的翻译？,止于对侧鼻孔旁。
足阳明胃经的循行原文？,《灵枢·经脉》：胃足阳明之脉，起于鼻，交中，旁约太阳之脉，下循鼻外，入上齿中，还出夹口，环唇，下交承浆，却循颐后下廉，出大迎，循颊车，上耳前，过客主人，循发际，至额颅。其支者：从大迎前，下人迎，循喉咙，入缺盆，下膈，属胃，络脾。其直者：从缺盆下乳内廉，下夹脐，入气街中。其支者：起于胃口，下循腹里，下至气街中而合。以下髀关，抵伏兔，下膝髌中，下循胫外廉，下足跗，入中指内间。其支者：下膝三寸而别，下入中指外间。其支者：别跗上，入大指间，出其端。
足阳明胃经的循行原文的翻译？,"足阳明胃经，起于鼻旁，上行鼻根，与足太阳经脉相交会，再沿鼻的外侧下行，入上齿龈中，返回环绕口唇，入下唇交会于承浆穴；再向后沿
下颌下缘，至大迎穴处，再沿下颌角至颊车穴，上行到耳前，过足少阳经的上关穴处，沿发际至额颅部。其支脉，从大迎前下走颈动脉部（人
迎），沿喉咙入缺盆，下横膈，入属于胃，联络于脾。其直行的经脉，从缺盆沿乳房内侧下行，经脐旁到下腹部的气冲部；一支脉从胃口分
出，沿腹内下行，至气冲部与直行经脉相会合。由此经髀关、伏兔穴下行，至膝关节中。再沿胫骨外侧前缘下行，经足背到第2足趾外侧端
（厉兑穴）；一支脉从膝下3寸处分出，下行到中趾外侧端；一支脉从足背分出，沿足大趾内侧直行到末端。"
足阳明胃经的原文中，“客主人”的翻译？,客主人：即上关穴，当耳前颧弓上缘。
足阳明胃经的原文中，“气街”的翻译？,气街：指气冲部，当腹股沟股动脉搏动处。
足阳明胃经的原文中，“髀关”的翻译？,髀关：大腿前上端，即股四头肌之上端。髀关穴居此。
足阳明胃经的原文中，“伏兔”的翻译？,伏兔：大腿前正中部，股四头肌肌腹隆起处，其状如伏兔。
足阳明胃经的原文中，“中指内间”的翻译？,中指内间：“指”通“趾”。内间指它的内侧趾缝，实则止于第2趾外侧端。
足阳明胃经的原文中，“胃足阳明之脉”的翻译？,足阳明胃经。
足阳明胃经的原文中，“起于鼻”的翻译？,起于鼻旁。
足阳明胃经的原文中，“交中，旁约太阳之脉”的翻译？,上行鼻根，与足太阳经脉相交会。
足阳明胃经的原文中，“下循鼻外”的翻译？,再沿鼻的外侧下行。
足阳明胃经的原文中，“入上齿中”的翻译？,入上齿龈中。
足阳明胃经的原文中，“还出夹口，环唇”的翻译？,返回环绕口唇。
足阳明胃经的原文中，“下交承浆”的翻译？,入下唇交会于承浆穴。
足阳明胃经的原文中，“却循颐后下廉”的翻译？,再向后沿下颌下缘。
足阳明胃经的原文中，“出大迎”的翻译？,至大迎穴处。
足阳明胃经的原文中，“循颊车”的翻译？,再沿下颌角至颊车穴。
足阳明胃经的原文中，“上耳前”的翻译？,上行到耳前。
足阳明胃经的原文中，“过客主人”的翻译？,过足少阳经的上关穴处。
足阳明胃经的原文中，“循发际，至额颅”的翻译？,沿发际至额颅部。
足阳明胃经的原文中，“其支者”的翻译？,其支脉。
足阳明胃经的原文中，“从大迎前，下人迎”的翻译？,从大迎前下走颈动脉部（人迎）。
足阳明胃经的原文中，“循喉咙，入缺盆”的翻译？,沿喉咙入缺盆。
足阳明胃经的原文中，“下膈”的翻译？,下横膈。
足阳明胃经的原文中，“属胃”的翻译？,入属于胃。
足阳明胃经的原文中，“络脾”的翻译？,联络于脾。
足阳明胃经的原文中，“其直者”的翻译？,其直行的经脉。
足阳明胃经的原文中，“从缺盆下乳内廉”的翻译？,从缺盆沿乳房内侧下行。
足阳明胃经的原文中，“下夹脐，入气街中”的翻译？,经脐旁到下腹部的气冲部。
足阳明胃经的原文中，“其支者：起于胃口”的翻译？,一支脉从胃口分出。
足阳明胃经的原文中，“下循腹里，”的翻译？,沿腹内下行。
足阳明胃经的原文中，“下至气街中而合”的翻译？,至气冲部与直行经脉相会合。
足阳明胃经的原文中，“以下髀关，抵伏兔”的翻译？,由此经髀关、伏兔穴下行。
足阳明胃经的原文中，“下膝髌中”的翻译？,至膝关节中。
足阳明胃经的原文中，“下循胫外廉”的翻译？,再沿胫骨外侧前缘下行。
足阳明胃经的原文中，“下足跗，入中指内间”的翻译？,经足背到第2足趾外侧端（厉兑穴）。
足阳明胃经的原文中，“其支者：下膝三寸而别”的翻译？,一支脉从膝下3寸处分出。
足阳明胃经的原文中，“下入中指外间”的翻译？,下行到中趾外侧端。
足阳明胃经的原文中，“其支者：别跗上”的翻译？,一支脉从足背分出
足阳明胃经的原文中，“入大指间，出其端”的翻译？,沿足大趾内侧直行到末端。
足太阴脾经的循行原文？,"《灵枢·经脉》：脾足太阴之脉，起于大指之端，循指内侧白肉际，过核骨后，上内踝前廉，上腨内，循胫骨后，交出厥阴之前，上膝股内
前廉，入腹，属脾，络胃，上膈，夹咽，连舌本，散舌下。其支者：复从胃，别上膈，注心中。，连舌本，散舌下。其支者：复从胃，别上膈，注心中。"
足太阴脾经的循行原文的翻译？,足太阴脾经，起于足大趾末端，沿着大趾内侧赤白肉际，经过大趾本节后的第1跖趾关节后面，上行至内踝前面，再沿小腿内侧胫骨后缘上行，至内踝上8寸处交于足厥阴经之前，再沿膝股部内侧前缘上行，进入腹部，属脾，联络胃；再经过横膈上行，夹咽部两旁，连系舌根，分散于舌下。其支脉，从胃上膈，注心中
足太阴脾经的原文中，“腨”的翻译？,腨：原作“踹”，据《太素》《脉经》《针灸甲乙经》改。指腓肠肌。
足太阴脾经的原文中，“咽”的翻译？,咽：指食道。
足太阴脾经的原文中，“脾足太阴之脉”的翻译？,足太阴脾经。
足太阴脾经的原文中，“起于大指之端”的翻译？,起于足大趾末端。
足太阴脾经的原文中，“循指内侧白肉际”的翻译？,着大趾内侧赤白肉际。
足太阴脾经的原文中，“过核骨后”的翻译？,经过大趾本节后的第1跖趾关节后面。
足太阴脾经的原文中，“上内踝前廉”的翻译？,上行至内踝前面。
足太阴脾经的原文中，“循胫骨后”的翻译？,再沿小腿内侧胫骨后缘上行。
足太阴脾经的原文中，“交出厥阴之前”的翻译？,至内踝上8寸处交于足厥阴经之前
足太阴脾经的原文中，“上膝股内前廉”的翻译？,再沿膝股部内侧前缘上行。
足太阴脾经的原文中，“入腹”的翻译？,进入腹部。
足太阴脾经的原文中，“属脾”的翻译？,属脾。
足太阴脾经的原文中，“络胃”的翻译？,联络胃。
足太阴脾经的原文中，“上膈”的翻译？,再经过横膈上行。
足太阴脾经的原文中，“夹咽”的翻译？,夹咽部两旁。
足太阴脾经的原文中，“连舌本”的翻译？,连系舌根。
足太阴脾经的原文中，“散舌下”的翻译？,分散于舌下。
足太阴脾经的原文中，“其支者”的翻译？,其支脉。
足太阴脾经的原文中，“复从胃，别上膈”的翻译？,从胃上膈。
足太阴脾经的原文中，“注心中”的翻译？,注心中。
手少阴心经的循行原文？,《灵枢·经脉》：掌后锐骨，起于心中，出属心系，下膈，络小肠。其支者：从心系，上夹咽，系目系。其直者：复从心系，却上肺，下出腋下，下循臑内后廉，行太阴、心主之后，下肘内，循臂内后廉，抵掌后锐骨之端，入掌内后廉，循小指之内，出其端。
手少阴心经的循行原文的翻译？,"手少阴心经，起于心中，出属心系（心与其他脏器相连的组织）；下行经过横膈，联络小肠。其支脉，从心系向上，夹着食道上行，连于目系
（眼球连接于脑的组织）。其直行经脉，从心系上行到肺部，再向外下到达腋窝部，沿着上臂内侧后缘，行于手太阴经和手厥阴经的后面，到
达肘窝；再沿前臂内侧后缘，至掌后豌豆骨部，进入掌内，止于小指桡侧末端。"
手少阴心经的原文中，“掌后锐骨”的翻译？,掌后锐骨：指豌豆骨。
手少阴心经的原文中，“起于心中”的翻译？,起于心中。
手少阴心经的原文中，“出属心系”的翻译？,出属心系（心与其他脏器相连的组织）。
手少阴心经的原文中，“下膈”的翻译？,下行经过横膈。
手少阴心经的原文中，“络小肠”的翻译？,联络小肠。
手少阴心经的原文中，“其支者”的翻译？,其支脉。
手少阴心经的原文中，“从心系”的翻译？,从心系向上。
手少阴心经的原文中，“上夹咽”的翻译？,夹着食道上行。
手少阴心经的原文中，“系目系”的翻译？,连于目系（眼球连接于脑的组织）。
手少阴心经的原文中，“其直者”的翻译？,其直行经脉。
手少阴心经的原文中，“复从心系，却上肺”的翻译？,从心系上行到肺部。
手少阴心经的原文中，“下出腋下”的翻译？,再向外下到达腋窝部。
手少阴心经的原文中，“下循臑内后廉”的翻译？,沿着上臂内侧后缘。
手少阴心经的原文中，“行太阴、心主之后”的翻译？,行于手太阴经和手厥阴经的后面。
手少阴心经的原文中，“下肘内”的翻译？,到达肘窝。
手少阴心经的原文中，“循臂内后廉”的翻译？,再沿前臂内侧后缘。
手少阴心经的原文中，“抵掌后锐骨之端”的翻译？,至掌后豌豆骨部。
手少阴心经的原文中，“入掌内后廉”的翻译？,进入掌内。
手少阴心经的原文中，“循小指之内，出其端”的翻译？,止于小指桡侧末端。
手太阳小肠经的循行原文？,《灵枢·经脉》：小肠手太阳之脉，起于小指之端，循手外侧上腕，出踝中，直上循臂骨下廉，出肘内侧两骨之间，上循臑外后廉，出肩解，绕肩胛，交肩上，入缺盆，络心，循咽下膈，抵胃，属小肠。其支者：从缺盆循颈，上颊，至目锐眦，却入耳中。其支者：别颊上，抵鼻，至目内眦（斜络于颧）。
手太阳小肠经的循行原文的翻译？,"手太阳小肠经，起于手小指尺侧端，沿着手尺侧至腕部，出于尺骨头，直上沿着前臂外侧后缘，经尺骨鹰嘴与肱骨内上髁之间，沿上臂外侧后
缘，到达肩关节，绕行肩胛部，交会于大椎，向下进入缺盆部，联络心，沿着食管，经过横膈，到达胃部，属于小肠。其支脉，从缺盆分出，沿着颈部，上达面颊，到目外眦，向后进入耳中。另一支脉，从颊部分出，上行目眶下，抵于鼻旁，至目内眦，斜行络于颧骨部"
手太阳小肠经的原文中，“踝”的翻译？,踝：此指手腕后方的尺骨头隆起处。
手太阳小肠经的原文中，“臂骨”的翻译？,臂骨：指尺骨。
手太阳小肠经的原文中，“两骨”的翻译？,两骨：指尺骨鹰嘴和肱骨内上髁。
手太阳小肠经的原文中，“肩解”的翻译？,肩解：指肩端之骨节解处，即肩关节。
手太阳小肠经的原文中，“目锐眦”的翻译？,目锐眦：指目外眦。
手太阳小肠经的原文中，“音拙”的翻译？,音拙，指眼眶下缘的骨。
手太阳小肠经的原文中，“小肠手太阳之脉”的翻译？,手太阳小肠经。
督脉的循行原文？,《难经·二十八难》：督脉者，起于下极之输，并于脊里，上至风府，入属于脑。
督脉的循行原文的翻译？,督脉，起于小腹内，下行于会阴部，向后从尾骨端上行脊柱的内部，上达项后风府，进入脑内，上行至巅顶，沿前额下行鼻柱，止于上唇系带处。
督脉的原文中，“督脉者”的翻译？,督脉。
督脉的原文中，“起于下极之输”的翻译？,起于小腹内，下行于会阴部。
督脉的原文中，“并于脊里”的翻译？,向后从尾骨端上行脊柱的内部。
"督脉的原文中，“上至风
府”的翻译？",上达项后风府。
督脉的原文中，“入属于脑”的翻译？,进入脑内。
督脉的原文中，“下极之输”的翻译？,指脊柱下端的长强穴。
